Title	Abstract	Journal	Date of Publication	Authors	PMID
Nationwide insights on early childhood neurodevelopment during a global health crisis: evidence from COVID-19 in South Korea.	BACKGROUND: The COVID-19 pandemic has disrupted early childhood environments globally, raising concerns about its potential impacts on neurodevelopment. Although early childhood is a critical developmental period, large-scale evidence from South Korea - where strict social distancing and unique caregiving structures were in place - remains limited. We aim to evaluate age- and domain-specific neurodevelopmental outcomes among children aged 0-5 years before and during the pandemic, focusing on differences by age and sex. METHODS: We analysed children aged 0-5 years using data from a national health screening programme and a pre-post comparison design with repeated cross-sectional data. We compared the pre-pandemic (July 2018-March 2020) and pandemic (April 2020-December 2021) periods. We categorised children into infants (9-12 months), toddlers (18-36 months), and preschoolers (42-71 months). We measured developmental outcomes using the Korean Developmental Screening Test across six domains: gross motor, fine motor, cognition, language, social skills, and self-help. We conducted multivariable logistic regression and difference-in-differences analyses. RESULTS: We analysed 6 253 076 assessments from 2 797 459 children. Peer-level developmental status declined significantly during the pandemic across all age groups, with the most pronounced decrease among toddlers (adjusted odds ratio (aOR) = 0.92; 95% confidence interval (CI) = 0.91-0.92), followed by infants and preschoolers. The language domain experienced the greatest decline (aOR = 0.87; 95% CI = 0.86-0.88), whereas the gross motor domain showed significant improvement (aOR = 1.13; 95% CI = 1.11-1.15). Boys were more adversely affected than girls, particularly in gross motor and social skill domains. CONCLUSIONS: The COVID-19 pandemic led to significant developmental declines among young children, particularly in language and social domains and among toddlers. Boys were more adversely affected than girls, especially in language and socioemotional skills, highlighting sex-related vulnerabilities. Prioritising early screening and interventions targeting these key domains, alongside sex-sensitive strategies and caregiver support, will be essential to mitigate developmental disruptions during future pandemics.	Journal of global health	2026 Jan 12	['Kim AY', 'Lee H', 'Na JH', 'Lee H', 'Lee YM']	41524237
[Cardio-renal syndrome: perspectives of research in infectious diseases].	Clinical and prognostic significance of cardio-renal syndrome in various infectious diseases are discussed. Incidence and prognosis, as well as pathogenesis of cardio-renal syndrome in patients with infectious diseases, admitted to ICU of infectious hospitals, as well as hemorrhagic fever with renal syndrome and in COVID-19 are reviewed.	Terapevticheskii arkhiv	2025 Dec 20	['Maleev VV', 'Fomin VV', 'Manakhov KM', 'Volkova OS']	41524162
Heterogeneity in Asian Americans' mortality trends, 2000-2022.	OBJECTIVES: Although Asian Americans are the fastest-growing racial/ethnic group in the United States, their recent mortality trends have not been sufficiently studied. This study provides a comprehensive analysis of years of life lost (YLL) from age 25 to 84 among six largest Asian ethnic groups, comparing them to non-Hispanic Whites. METHODS: We analyzed data from the CDC Multiple Cause of Death database and the American Community Survey (2000-2022) using a cause of death decomposition method. RESULTS: Among college-educated individuals, all Asian ethnic groups experienced either a smaller decrease or an increase in YLL compared to Whites in 2000-2022. These disparities were not primarily driven by the COVID-19 pandemic, though Filipinos and Indians were disproportionately affected compared to Whites. Instead, the divergence in YLL trends predates 2020. Indians showed the most unfavorable trend, with YLL worsening even before the pandemic, followed by Koreans. At least 75% of the smaller YLL reductions among Asians were due to slower improvements in mortality from circulatory diseases, cancer, and diabetes. These findings indicate a less favorable mortality trend for Asian Americans compared to White Americans, particularly the college-educated, in the early 21st century. They also suggest that, over time, Asians may be deriving diminishing health returns from higher education compared to Whites. DISCUSSION: We discuss differential trends between Whites and Asians, as well as variation within Asian ethnic and educational groups, in the context of socioeconomic conditions, labor market dynamics, racialization in the United States, and stages of nutrition transition in countries of origin.	The journals of gerontology. Series B, Psychological sciences and social sciences	2026 Jan 12	['Zheng H', 'Choi Y', 'Ye L', 'Wen M']	41524107
Navigating Complexities In Randomized Trials: Insights From The EMERGE Trial Amidst Pandemic And Cybersecurity Threat.	INTRODUCTION: The COVID-19 pandemic caused by the SARS-CoV-2 virus changed the global landscape of clinical trials; changes in staffing, clinical priorities and recruitment challenges led to the delay or termination of many clinical trials. The Early Metformin in Gestational Diabetes (EMERGE) trial was completed despite COVID-19 and institutional computer network attacks (CNAs). METHODS: Here we outline the challenges encountered and the solutions employed to continue the active recruitment of a potentially high risk patient cohort during the Covid-19 pandemic and detail the techniques adapted to enable recruitment, adverse event reporting and lab reporting during two critical computer network attacks. We present our solutions from both the site and sponsor perspective. RESULTS: COVID-19 and the computer network attacks presented many challenges for the clinical trial site and Sponsor including staff shortages, remote working, deferred recruitment, changes in the diagnostic pathway for gestational diabetes mellitus and pivoting to remote working and telemedicine. The first CNA impeded clinical and laboratory systems, impacting recruitment and follow up. The second CNA delayed access to the Clinical Data Management System. Solutions employed included telemedicine, videoconferencing, shortened in-person reviews, contact tracing, COVID-19 risk mitigations, paper-based back-up systems and vigorous data integrity checks. CONCLUSION: Overcoming the multiple challenges posed by COVID-19 and computer network attacks required rapid re-organisation, teamwork and flexibility from staff and Sponsor. The use of both digital solutions and paper-based records highlighted the importance of rapid innovation and comprehensive protocol planning.	HRB open research	2025	"['Newman C', 'Dunne F', 'Alvarez-Iglesias A', 'Browne M', 'Courcy Byrnes M', 'Devane D', 'Gillespie P', 'Ryan C', 'Scairati R', 'Wallace S', ""O'Donnell M"", 'Smyth A']"	41523929
Laboratory test results and computed tomography findings in health care professionals with COVID-19.	OBJECTIVE: To assess the intensity, characteristics, and distribution of computed tomography (CT) findings of pulmonary involvement, as well as to evaluate laboratory test results, in health care professionals who were exposed to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). MATERIALS AND METHODS: This was a retrospective, cross-sectional, observational study based on the analysis of laboratory test results and chest CT images of health care workers with confirmed coronavirus disease 2019 (COVID-19). Data for the period from March 2020 to December 2022 were collected from two hospitals in Brazil. RESULTS: We identified 1,091 health care professionals in whom a RT-PCR was positive for SARS-CoV-2. However, only 38 of those individuals underwent chest CT. Of the 38 individuals evaluated, 89.5% were treated at one of the hospitals and 57.9% were male. The mean age was 55.6 years. The most common finding (in 100% of the cases) was ground-glass opacity, followed by septal thickening (in 31.6%) and consolidation (in 23.7%). Pulmonary involvement was multifocal in 76.3% and predominantly subpleural in 71.0%. The extent of the involvement was classified as mild in 24% of the cases, moderate in 47%, and severe in 29%. The most commonly affected lung region (in 60.7% of cases) was the lower lobes, particularly the right posterior basal segmental bronchus (segment B10). CONCLUSION: For evaluating lung involvement, CT was essential, aiding in postinfection monitoring and in the early management of complications. Among the health care professionals evaluated, moderate involvement predominated.	Radiologia brasileira	2025 Jan-Dec	['de Araujo DA', 'Paciello IDP', 'Figueira SH', 'Lopes VTR', 'Barros JPCO', 'de Braganca LVBR', 'Miranda MR', 'Dos Santos AASMD']	41523926
Disinfection of Simulated Residual SARS-CoV-2 in Air by Chlorine Dioxide Gas in an Ambulance Setting.	INTRODUCTION: Disinfecting contaminated ambulances presents a challenge to emergency medical services. The process relies on a manual cleaning step or the use of foggers and gas generators. Equipment requires training, power supply, and access to reagent refills. Chlorine dioxide (ClO(2)) gas is an affordable, easy-to-use alternative. METHODS: We field-tested ClO(2) dry inside an ambulance against a surrogate for SARS-CoV-2. MS2 bacteriophage was aerosolized inside of an enclosed. Airborne MS2 concentrations were measured before and after ClO(2) applications to compare reductions in viable virus. ClO(2) gas was generated using ICA-TriNova UltraShok 2-part media in different concentrations and time courses. Petri dishes were used to determine the surface deposition of residual MS2 phage. ClO(2) gas was monitored using a PortaSens III gas detector with high and low range sensors. RESULTS: MS2 bacteriophage measured at 15-min averaged 99.99% in both 100 g and 130 g applications, compared to 83.48% in controls. At 60-min, air MS2 percent reductions averaged 99.99% in 100 g applications compared to 98.05% in controls. Mean surface MS2 counts within protocols using ClO(2) gas ranged from 245 to 5110 plaque-forming unit (PFU)/petri-dish compared to 13,900-44,900 PFU/petri-dish in controls. ClO(2) gas concentrations fell below OSHA 15-min short-term exposure limit of 0.3 PPM within 5 min of passive ventilation in all tests. There were no observed detrimental impacts on materials and surfaces. CONCLUSION: ClO(2) gas produced using ICA-TriNova UltraShok 2-part media is an effective air disinfection technique for contaminated ambulance settings. Integration with manual cleaning permits safe, rapid decontamination of ambulance vehicles.	Journal of emergencies, trauma, and shock	2025 Oct-Dec	['Jones S', 'Lukasik G', 'Galwankar S', 'Bourgeois M', 'Harbinson R']	41523904
Long-Term Self-Reported Symptoms Among Adults After COVID-19 Infection in the West Bank: A Cross-Sectional Analysis.	INTRODUCTION: With growing recognition of the prolonged effects of COVID-19, there is an urgent need to understand its extended clinical and public health implications across diverse settings. Long-term consequences following SARS-CoV-2 infection remain insufficiently studied in Middle Eastern populations. This study aimed to assess the prevalence of persistent COVID-19 symptoms among Palestinian adults and to evaluate their associations with hospitalization and recovery duration. METHODS: This cross-sectional study was conducted on a randomized sample of 407 adult COVID-19 patients confirmed by the Palestinian Ministry of Health between November 25 and December 15, 2020. We used a standardized Arabic questionnaire to cover demographics, medical history, symptoms, complications, and physical activity. Data were gathered by phone interviews in October 2021. All data came from self-reports. With significance defined at p < 0.05, associations between the symptom duration, hospitalization, and recovery time were examined using descriptive statistics and chi-square tests. RESULTS: The study population had a mean age of 40 years; 54% were female, and 70.3% had no previous medical history. Common complaints were fatigue (64.9%), anosmia (61.9%), joint pain (52.6%), and headache (51.8%). Hospitalization was necessary in 7.6% of patients, while 5.9% required oxygen or intubation. Most patients (92.6%) recovered in 4 months. The persistence of chest pain (chi (2), 16.225), shortness of breath (chi (2), 13.257), and lethargy (chi (2), 8.194) was significantly associated with hospitalization (p < 0.001). The persistence of the previously mentioned symptoms was significantly associated with the duration of recovery. CONCLUSION: This study offers valuable insights into the long-term symptoms experienced by individuals recovering from COVID-19 in the West Bank. The findings carry implications for clinicians, public health authorities, and affected individuals, highlighting the importance of integrated care strategies and sustained support throughout the postacute phase of the disease.	Global health, epidemiology and genomics	2025	['Jarrar T', 'Halaseh N', 'Doudin D', 'Bael P', 'Shaheen A', 'Jobeh E', 'Sada AA', 'Awwad AA', 'Alqtishat B', 'Hallak H']	41523874
The Role of Health-Related Factors in the Prevalence and Severity of COVID-19: A Retrospective Cohort Study Based on Sabzevar Persian Cohort Data.	BACKGROUND AND AIMS: Identifying the health-related risk factors for COVID-19 may improve future prevention strategies. This study aimed to investigate the association between pre-pandemic health-related factors and the prevalence and severity of COVID-19 using data from the Sabzevar center of the PERSIAN cohort study. METHODS: This retrospective cohort study included 4241 individuals aged 35-70 from the Sabzevar PERSIAN cohort. Health-related baseline data (demographic, anthropometric, biochemical, and chronic disease history) collected between 2017 and 2018 were linked with SARS-CoV-2 PCR test results and clinical outcomes (outpatient, hospitalization, or ICU admission/death) recorded in the health information system (HIS) between 2019 and early 2021. Descriptive and inferential statistical analyses were performed using t-test, ANOVA, and Chi-square tests. RESULTS: SARS-CoV-2 positivity was confirmed in 423 individuals (10%). Diabetes and lower education levels were significantly associated with SARS-CoV-2 infection (p < 0.05). Severity of disease was significantly higher among individuals aged >/= 60, those with higher BMI, lower education, and comorbidities such as thyroid and ischemic heart disease. Baseline biochemical markers such as WBC, FBS, TG, and cholesterol levels were also associated with increased disease severity (p < 0.05). CONCLUSION: Pre-existing health-related factors-especially chronic diseases and demographic characteristics like age and education-are associated with both the likelihood of infection and the severity of COVID-19. These findings highlight the importance of targeted preventive strategies for at-risk populations, particularly the elderly and those with underlying conditions.	Health science reports	2026 Jan	['Ataee R', 'Borghabani R', 'Shahrestani S', 'ُSamadipour E', 'Vejdani M', 'Ghorat F']	41523851
Prevalence of burnout among Brazilian Army soldiers during the COVID-19 pandemic: a cross-sectional analysis.	INTRODUCTION: The COVID-19 pandemic significantly impacted the mental health of frontline workers, including military personnel. OBJECTIVES: To determine the prevalence of burnout syndrome among Brazilian Army personnel during the pandemic and identify associated predictive variables. METHODS: A cross-sectional study was conducted with 602 volunteer military personnel in the city of Santa Maria, Brazil. The Maslach Burnout Inventory was used to assess burnout syndrome, defined by high levels of emotional exhaustion, depersonalization, or low personal accomplishment. Logistic regression was performed to identify associated factors. RESULTS: The prevalence ofburnout syndrome was 48.7%. High levels of emotional exhaustion, depersonalization, and low personal accomplishment were found in 53.8%, 58.4%, and 27.0% of participants, respectively. Emotional exhaustion was more common in those with over 10 years of service (p = 0.001), higher rank (p < 0.001), and age > 40 years (p = 0.008). Low personal accomplishment was associated with lower rank (p = 0.007) and administrative duties (p = 0.032). CONCLUSIONS: Burnout syndrome was highly prevalent among military personnel in Brazil during the pandemic, with findings similar to those observed in other professional groups.	Revista brasileira de medicina do trabalho : publicacao oficial da Associacao Nacional de Medicina do Trabalho-ANAMT	2025 Oct-Dec	['Fraga RO', 'Fraga ASA', 'Conte AAM', 'Skupien JA', 'Schuch NJ']	41523846
Evaluation of short and long-term laboratory and instrumental findings in COVID-19 patients hospitalized in Tuscany.	BACKGROUND: The World Health Organization defined long coronavirus disease 2019 (COVID-19) as the continuation or development of new symptoms 3 months after the initial severe acute respiratory syndrome coronavirus 2 infection, with these symptoms lasting for at least 2 months with no other explanation. AIM: To evaluate the potential laboratory and instrumental findings (short-term and long-term) resulting from COVID-19. METHODS: This longitudinal observational COVID-19 cohort study (March 1, 2020-March 1, 2021) was carried out on patients >/= 18 years old who were admitted to the University Hospitals of Pisa, Siena and Careggi and the Azienda USL Toscana Nord Ovest, Sud Est and USL Centro Toscana and were subjected to follow-up. Follow-up was conducted between 0 day and 89 days, 90 days and 179 days, 180 days and 269 days, 270 days and 359 days, and more than 360 days after hospitalization. RESULTS: Of 2887 patients (58.5% males, average age 66.2 years) hospitalized in the study period (March 1, 2020-March 1, 2021) carrying out at least one follow-up examination within 12 months of discharge, a total of 1739 patients (705 males, average age 66 years) underwent laboratory tests, of whom 714 patients (470 males, average age 63 years) underwent spirometry. Some laboratory test results remained above the threshold even at follow-up beyond 360 days (C-reactive protein: 36%, fibrin degradation fragment: 48.8%, gamma-glutamyl transferase: 16.8%), while others showed a return to normal range more quickly in almost all patients. Alterations in liver enzymes, hematocrit, hemoglobin, lymphocytes and neutrophils were associated with the risk of requiring oxygen therapy or forced expiratory volume in one second/forced vital capacity alterations at follow-up. CONCLUSION: Alterations in liver enzymes, hematocrit or hemoglobin, lymphocytes and neutrophils were associated with risk outcomes (need for oxygen therapy or spirometry alterations). These imbalanced conditions may contribute to pulmonary dysfunction.	World journal of experimental medicine	2025 Sep 20	"['Silvestri C', 'Stasi C', 'Profili F', 'Bartolacci S', 'Sessa E', 'Tacconi D', 'Villari L', 'Carrozzi L', 'Dotta F', 'Bargagli E', 'Donnini S', 'Masotti L', 'Rasero L', 'Lavorini F', 'Pistelli F', 'Chimera D', 'Sorano A', ""D'alessandro M"", 'Pacifici M', 'Milli C', 'Voller F']"	41523768
Epigenetic Modulation of IL-7 and IL-10: Toward Personalized Immune Therapies in Viral Epidemics.	BACKGROUND: Host immune responses, including cytokine production, shape the severity of viral epidemics. Epigenetic mechanisms such as DNA methylation regulate cytokine gene expression and may contribute to immune dysregulation in severe disease. METHODS: This study analyzed interleukin-7 (IL-7), IL-8, and IL-10 promoter methylation in 145 COVID-19 patients (91 wards, 54 intensive care units (ICUs)), excluding 12 patients receiving epigenetically active drugs. Peripheral blood DNA underwent bisulfite conversion, followed by PCR and gel electrophoresis. Gene-specific methylation levels were quantified using beta values. RESULTS: IL-7 was significantly hypermethylated overall (beta = 0.835, p < 0.001), especially in ICU patients (beta = 0.863, p = 0.001), independent of age, mortality, and malignancy. An interaction between age and ICU status indicated group-specific effects. IL-10 showed significant hypomethylation (beta = 0.243, p < 0.001), while IL-8 methylation did not differ significantly (p = 0.373). ICU patients had higher mortality (26% vs 5.5%, p < 0.001). CONCLUSION: IL-7 hypermethylation may impair T-cell-mediated immunity in severe cases, while IL-10 hypomethylation may reflect enhanced immunosuppression. These findings suggest a role for epigenetic cytokine regulation in disease progression and may guide future immunomodulatory strategies.	Journal of immunology research	2026	['Yulugkural Z', 'Yildiz M', 'Topcu E', 'Elmaslar Mert HT', 'Temiz A']	41523740
Correction: The Safety Profile of Common COVID-19 Vaccines in Patients With Multiple Sclerosis.	[This corrects the article DOI: 10.7759/cureus.54852.].	Cureus	2026 Jan	['Aladdin YS', 'Alqarni DA', 'Alamoudi SW', 'Alharbi AA', 'Fudhah WA', 'Alghamdi G', 'Attar A']	41523738
Quantification of Droplet Aerosol Generation During Phacoemulsification and Pars Plana Vitrectomy.	Introduction Intraocular procedures such as phacoemulsification and pars plana vitrectomy (PPV) may generate fine droplet aerosols that are relevant to infection control, particularly in the context of SARS-CoV-2. Data on aerosol production during cataract and vitrectomy surgery, especially in human tissue and with different wound constructions, remain limited. This study used a high-sensitivity optical particle spectrometer to quantify droplet aerosols (0.12-8.00 mum in diameter) generated during phacoemulsification in cadaveric human eyes with 2.2 mm and 2.75 mm corneal incisions, to assess whether hydroxypropyl methylcellulose (HPMC) reduces aerosol production, and to measure aerosol generation during individual steps of PPV. Methods Tests were performed on one model eye and two human cadaveric eyes. A printed optical particle spectrometer (POPS) was used to measure droplet aerosol generation during phacoemulsification through 2.2 mm and 2.75 mm main corneal incisions, with and without HPMC coating, and during predefined stages of 23-gauge PPV. Particle number concentration (PNC, particles cm(-)(3)) was recorded each second and summarised as mean PNC for each condition. Results In this small series, mean PNC during phacoemulsification without HPMC appeared to be higher with 2.75 mm incisions than with 2.2 mm incisions, and counts of particles >1 mum in diameter were also greater. Application of HPMC was associated with reduced aerosol counts. The maximum measured mean PNC without HPMC for 2.2 mm corneal incisions was 88 cm(-)(3), which fell to 66 cm(-)(3) with HPMC (p<0.05). For 2.75 mm incisions, the maximum measured mean PNC without HPMC was 493 cm(-)(3), falling to 61 cm(-)(3) with HPMC (p<0.05). No increase in droplet aerosol was detected during vitrectomy apart from during air infusion through a leaking trocar valve. Conclusion To our knowledge, this is the first study to use whole cadaveric human eyes in combination with a high-sensitivity optical particle spectrometer to quantify airborne particle number and size during phacoemulsification and PPV. In this model, droplet aerosol production during cataract surgery appeared lower with 2.2 mm incisions and with HPMC coating of the cornea. Droplet aerosols may be generated during vitrectomy when air infusion is delivered through a leaking trocar valve, highlighting the importance of port integrity.	Cureus	2026 Jan	['Suresh B', 'Kaneshayogan H', 'Liu Z', 'Haywood J', 'Partridge D', 'Park J', 'Herbert E', 'Sian I']	41523726
Centralized clinical research operations reporting for a multi-network, multi-study research program: The NHLBI COVID-19 CONNECTS experience.	The Collaborating Network of Networks for Evaluating COVID-19 and Therapeutic Strategies (CONNECTS) was a novel network of networks created in response to the COVID-19 pandemic. This program brought together a large matrix of clinical research networks to swiftly design and/or implement concurrent clinical studies. Successful coordination of this large-scale collaboration required innovative solutions for timely and transparent centralized operations reporting. As the Administrative Coordinating Center (ACC) for CONNECTS, RTI International developed and maintained a web-based infrastructure that served as the central communication and reporting hub. This single-platform approach provided a robust collection of key topics to support daily operational oversight (e.g., enrollment and retention, site coverage, study milestones, financial tracking). Underlying data acquisition, harmonization, and portal reporting methods aimed to address nuances of the network of networks (e.g., disparate data sources, diverse user needs) while providing the necessary speed and agility to combat the COVID-19 pandemic. The resulting system was well received, readily adapted to changes, and successfully supported three years of early COVID-19 research. Although the CONNECTS central reporting methods arose from necessity during an urgent and dynamic public health emergency, they are a model for efficient and effective centralized operational reporting for any large-scale public health research effort.	Journal of clinical and translational science	2025	['Nowak K', 'Hanlon S', 'Auman J', 'Meier H', 'Asman K', 'Nolen T']	41523636
