Title	Abstract	Journal	Date of Publication	Authors	PMID
AI-driven peptide discovery for endometrial cancer: deep generative modeling and molecular simulation in the big data era.	The integration of artificial intelligence (AI) with molecular modeling offers new opportunities to accelerate therapeutic discovery. In this study, we developed an AI-driven generative pipeline combining deep reinforcement learning (DRL), generative adversarial networks (GANs), and variational autoencoders (VAEs) to design novel peptide-like molecules targeting major proteins implicated in endometrial cancer (EC), including AKT1, ESR1, Connexin-43, and CTNNB1. From over 14,200 generated structures, approximately 2313 peptides met drug-likeness and structural criteria and were screened using deep learning-enhanced docking. Top-ranked peptides, such as Gitoxoside (- 11.53 kcal/mol) and 9-Fluoro-11 (- 11.38 kcal/mol), demonstrated stronger binding to AKT1 than the reference inhibitor Capivasertib (- 8.50 kcal/mol). Similar high-affinity interactions were observed for CTNNB1-SCHEMBL (- 12.33 kcal/mol) and ESR1-1Estra-1,3 (- 11.05 kcal/mol). Molecular dynamics (MD) simulations confirmed the stability of these complexes with RMSD values below 2.5 A and minimal residue fluctuations. WaterSwap free energy calculations yielded highly favorable binding energies (- 34 to - 37 kcal/mol), further validating stable ligand-protein interactions. ADMET predictions indicated acceptable pharmacokinetic properties and low predicted toxicity for most candidates. Collectively, this integrative AI framework efficiently explores peptide chemical space, enabling the rapid identification of peptide-based and peptidomimetic inhibitors with strong binding affinity and stability. The findings highlight the potential of AI-assisted peptide design as a scalable and cost-effective strategy for developing next-generation therapeutics against endometrial cancer.	Journal of computer-aided molecular design	2026 Jan 12	['Fatima I', 'Rehman A', 'Wang Z', 'Ur Rehman H', 'Aldaw M', 'Warraich DA', 'Meng Y', 'Li Y', 'Liao M']	41524971
[Influence of dysphagia and nutrition-dependent factors on the survival of patients with laryngeal and hypopharyngeal cancer : A retrospective cohort study].	BACKGROUND AND OBJECTIVE: In addition to cancer-related survival, significant non-cancer-related modifiable risk factors are increasingly recognized in head and neck cancer due to disease localization and oncological therapy. Dysphagia in particular has an impact on overall survival, especially due to consequences such as aspiration pneumonia and malnutrition. This study aimed to assess these risks and possible influencing factors in a typical patient population of a German head and neck cancer center. METHODS: Patients with hypopharyngeal and laryngeal cancer were examined as part of a retrospective cohort study. Uni- and multivariable logistic regression was used to investigate the influence of independent variables on dysphagia- and diet-dependent outcome variables. Factors influencing survival were identified using Kaplan-Meier curves and Cox regression analysis. RESULTS: Pretherapeutic underweight (hazard ratio, HR, 2.025) and pneumonia (HR 1.569) were identified as significant risk factors for survival in 214 patients. At the same time, pretherapeutic underweight was found to be an influencing factor for pretherapeutic dysphagia (OR 7.6), which, in turn, was an influencing factor for posttherapeutic dysphagia (odds ratio, OR, 12.1). The presence of pre- and posttherapeutic dysphagia had a significant influence (OR 4.0) on the development of pneumonia. CONCLUSION: The results indicate that early and consistent treatment of malnutrition and dysphagia could improve long-term survival. Further studies on interventions addressing these influencing and risk factors are necessary to extend the outcome evaluation of pretreatment, early, and inpatient rehabilitation measures after oncological therapy beyond solely subjective patient-centered outcome measures. These future investigations should also address the consequences of dysphagia on disease management, quality of life, morbidity, and mortality as well as the costs associated with its complications.	HNO	2026 Jan 12	['Vester S', 'Kunzel J', 'Grabner S', 'Dillinger C', 'Gerken M', 'Durr S', 'Bohr C', 'Kummer P']	41524960
Long-term cabergoline use does not predict degree of prolactinoma fibrosis nor significantly impact surgical outcomes.	PURPOSE: Prolactinomas are often treated initially with dopamine agonists (DA). For patients subsequently treated with surgery, the effect of cabergoline (CAB) on tumor fibrosis and its potential impact on surgical outcomes is largely unexplored. METHODS: Records of patients with prolactinoma treated by a single surgeon between 2006 and 2024 were examined. Analyses considered relationships among duration and cumulative dose of presurgical DA (DA + vs. DA-), extent of fibrosis measured quantitatively by collagen volume fraction (CVF) and qualitatively by surgeon assessment, and remission status at last follow-up. RESULTS: Of 59 patients, 22 were DA- and 37 were DA+, including 29 treated only with CAB and 8 treated with CAB and bromocriptine. There were 44 macroadenomas, 13 microadenomas, and 2 giant adenomas; 28 had cavernous sinus invasion (Knosp grade 3-4) 52.5% were in remission at last follow-up. Median cumulative CAB dose was 79.3 mg (range, 5.4-6711), used for a median duration of 570 days (range, 16-7830). Neither CAB dose nor duration correlated with CVF (r(2) < 0.01, p = NS). Both surgeon fibrosis assessment and CVF were higher in DA + patients, but neither independently predicted remission. Cumulative CAB dose and duration also did not predict remission. On univariable analysis, cavernous sinus invasion (OR 10.3, p < 0.001) and tumor size (OR 6.6, p = 0.02) predicted remission, but in multivariable analysis no single factor remained significant. CONCLUSION: Duration and cumulative dose of presurgical CAB use do not correlate with quantitative measures of tumor fibrosis and do not reliably predict the degree of fibrosis at surgery or the likelihood of surgical remission.	Pituitary	2026 Jan 12	['Mamelak AN', 'Fox R', 'Rosenberg Y', 'Gomez D', 'Cui Y', 'Shlomo AB', 'Labadzhyan A', 'Liu NA', 'Bonert V', 'Cooper O']	41524959
CSN5 overexpression promotes the integral progression of cervical cancer by enhancing ENO3-mediated glycolysis.	Cervical cancer (CC) remains a significant global health challenge. A deeper understanding of the molecular mechanisms driving CC progression is crucial for developing improved therapeutic strategies. CSN5 is vital in cell functions and cancer, but its role in CC is unclear. This study aims to explore CSN5's role and its target gene in CC progression, assessing their potential as therapeutic targets. We employed an integrated approach combining bioinformatics analysis, proteomic profiling, and in vitro and in vivo functional assays. Immunohistochemistry was used to analyze CSN5 and ENO3 expression in CC and normal tissues. CSN5 upregulation was associated with advanced clinical stage and poor differentiation. Furthermore, CSN5 overexpression enhanced cellular proliferation and glycolytic metabolism but, paradoxically, suppressed migration, invasion, and the epithelial-mesenchymal transition (EMT). These pro-tumorigenic effects were confirmed in vivo, and the glycolytic inhibitor 2-DG was found to reverse the phenotypes induced by CSN5. Protein sequencing highlighted ENO3's role in CSN5-mediated tumorigenesis, regulating EMT and glycolysis by stabilizing its ubiquitination degradation through CSN5. Crucially, silencing ENO3 attenuated the oncogenic effects of CSN5 both in vitro and in vivo. Our findings unveil a novel mechanistic paradigm in which CSN5 promotes CC progression by co-opting ENO3 to enhance glycolytic flux while concurrently suppressing cell motility. This study not only deepens the understanding of CC pathogenesis but also identifies the CSN5-ENO3 axis as a promising target for novel therapeutic interventions.	Apoptosis : an international journal on programmed cell death	2026 Jan 12	['Cao Z', 'Yang S', 'Zou J', 'Jin Y', 'Zhang Y', 'Chen T', 'Shen Y']	41524948
The dual fate of DYRK2 in cancer: balancing the light and dark side of tumorigenesis.	Dual-specificity tyrosine-phosphorylation-regulated kinase 2 (DYRK2) is emerging as a pivotal player in cancer biology due to its pleiotropic cellular roles, functioning either as a tumor suppressor or an oncogene in a tissue- and genotype-dependent manner. DYRK2 regulates critical processes including cell cycle progression, DNA damage response, and stress signaling. As a tumor suppressor, DYRK2 facilitates the degradation of oncogenic proteins (e.g., c-Myc, SNAIL, TERT) and enhances apoptosis via p53 activation. Loss of DYRK2 has been associated with poor prognosis and chemoresistance in cancers such as colorectal, breast, and liver. Conversely, DYRK2 overexpression in certain tumors, including triple-negative breast cancer and ovarian carcinoma, supports oncogenic roles by enhancing proteasome function, promoting epithelial-mesenchymal transition, and contributing to therapy resistance. This functional dichotomy is modulated by post-translational modifications, microenvironmental stress, epigenetic regulation, subcellular localization, and interaction with protein complexes, underscoring the complexity of DYRK2 regulation. Therapeutically, DYRK2 represents a promising but context-sensitive target, with inhibitors showing efficacy in preclinical models of proteasome-addicted cancers, although precise biomarkers and cancer subtype stratification remain critical. Future directions include refining in vivo models and delineating the role of DYRK2 in cancer stem cell dynamics and immune modulation, emphasizing that understanding its context-dependent activity is essential to exploit its full therapeutic potential in oncology.	Cancer metastasis reviews	2026 Jan 12	['Suanes-Cobos L', 'Torres-Ramos M', 'Aguilera-Ventura I', 'Serrano-Yubero A', 'Calzado MA']	41524942
Clinicopathological characteristics, incidence trends, and prognostic factors of salivary gland secretory carcinoma: a SEER database analysis (2011-2021).	PURPOSE: This study aimed to comprehensively analyze salivary gland secretory carcinoma (SGSC) using a large population-based cohort to determine temporal patterns, identify independent survival predictors, and evaluate treatment effectiveness for optimizing clinical management. METHODS: We conducted a retrospective cohort study using data from the Surveillance, Epidemiology, and End Results (SEER) database. A total of 212 patients diagnosed with SGSC between 2011 and 2021 were included. We analyzed clinicopathological features, incidence trends, and prognostic factors using Kaplan-Meier analysis and Cox proportional hazards models. RESULTS: With a median follow-up duration of 36.5 months, the overall 5-year and 10-year survival rates were 89.93% and 86.53%, respectively. The incidence of SGSC has shown a significant upward trend, increasing from an average of 6.3 cases per year in 2011-2013 to 29.3 cases per year in 2019-2021. This increase was predominantly driven by early-stage (I/II) tumors (75.9%), with the parotid gland being the most common primary site. Multivariable analysis identified age > 55 years and AJCC Stage IV disease as independent poor prognostic factors. Surgical intervention, including local tumor excision and glandectomy, was significantly associated with improved overall survival. Notably, patients who received a combination of surgery and radiotherapy had better outcomes compared to those who received either treatment alone. CONCLUSION: This large-scale study with extended follow-up clarifies the rising incidence and early-stage predominance of SGSC. Age, TNM stage, and surgical treatment were identified as key prognostic factors.	European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery	2026 Jan 12	['Cao YD', 'Sun HW', 'Zha CP', 'Wang ZH', 'Sun CZ']	41524932
Ultra-Sensitive and direct detection of MiRNAs in real samples via duplex-specific nuclease-mediated signal amplification.	The expression levels of miRNAs in cells or biological fluids are closely associated with the onset and progression of many diseases, making the detection of miRNAs in serum and plasma increasingly important. However, due to the low levels of miRNAs in biological fluids and the complexity of their surrounding environment, their analysis faces challenges related to accuracy and reproducibility. We developed a duplex-specific nuclease (DSN)-mediated detection method for the direct detection of miRNA-21 in real samples. This method eliminates the need for total RNA extraction from real samples using commercial kits, a key advantage over traditional methods requiring pre-treatment. As verified by performance evaluation, this method exhibits a linear range of 5.00 fmol.L(- 1) to 500 pmol.L(- 1) and a limit of detection (LOD) of 2.66 fmol.L(- 1) for miRNA-21. Direct detection of miRNA-21 in real samples yielded favorable results. These findings confirm that the method holds great application potential for the direct detection of miRNA-21 in real biological samples and exhibits promising prospects in clinical cancer diagnosis and drug screening.	Biomedical microdevices	2026 Jan 12	['Yang CG', 'Han Y', 'Zhang JJ', 'Xu LW', 'Li J']	41524922
Predictive value of the Cancer and Aging Research Group Score for chemotherapy toxicities in older adults with cancer: a systematic review and meta-analysis.	PURPOSE: This study aimed to evaluate whether the Cancer and Aging Research Group (CARG) score is suitable for assessing chemotherapy toxicity risk in older adults with cancer. METHODS: Studies that enrolled older cancer patients undergoing chemotherapy and compared incidence of chemotherapy toxicity in three CARG score categories- low CARG (0-5), intermediate CARG (6-9), and high CARG (10-23), were identified using PubMed and EMBASE, as well as screening the references of reviewed studies. Studies that performed receiver operating characteristic (ROC) analysis and reported area under curve (AUC) were also included. A meta-analysis was conducted to calculate the risk ratio (RR) of >/= grade 3 toxicity and integrate AUC. RESULTS: Twenty-three studies published between 2019 and 2025 were included in our analysis with a total of 4,140 older patients who underwent various types of chemotherapy. Nineteen studies reported categorical results and 14 studies reported AUC. Higher CARG category patients had a significantly higher incidence of >/= grade 3 chemotherapy toxicity than lower CARG category patients (Intermediate CARG vs. low CARG; RR [95% CI]: 1.26 [1.07-1.48], p = 0.006, I(2) = 74%. High CARG vs. intermediate CARG; RR [95% CI]: 1.30 [1.15-1.46], p < 0.001, I(2) = 67%. High CARG vs. low CARG; RR [95% CI]: 1.68 [1.32-2.15], p < 0.001, I(2) = 86%.). Integrated AUC was 0.633 (95% CI: 0.558-0.709). CONCLUSIONS: The CARG score is an effective tool for assessing the risk of >/= grade 3 chemotherapy toxicity in older adults as part of geriatric assessment.	Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer	2026 Jan 12	['Horiuchi K', 'Kuno T', 'Takagi H', 'Ueno NT', 'Afezolli D']	41524905
Roy adaptation model-based patient education for elderly patients undergoing laparoscopic radical gastrectomy.	OBJECTIVE: The study aimed to evaluate the effect of the Roy adaptation model (RAM)-based patient education on adaptation levels to the disease, mental health, and life satisfaction of elderly patients undergoing laparoscopic radical gastrectomy. METHODS: The study adapted a pretest-posttest randomized clinical trial design with a comparison between the RAM group (giving RAM-based patient education plus usual care; n = 80) and the usual care group (giving usual care pathways; n = 80). The primary outcome measure was physiologic-physical, self-concept, role function, and interdependence adaption levels measured by the subscales of the Functional Assessment of Cancer Therapy-Gastric Module (FACT-Ga). Secondary outcome measures were mental health measured by the Hospital Anxiety and Depression Scale (HADS) and life satisfaction by the Life Satisfaction Index A (LSI-A). RESULTS: The RAM group showed shortened time to flatus and first oral intake, and reduced postoperative hospitalization compared to the usual care group (p < 0.05). The analysis of covariance controlling for baseline scores suggested that a significantly main effect of treatment in patient's scores in each FACT-G subscale, FACT-G total, gastric cancer subscale, and FACT-Ga total, HADS-A, HADS-D, and LSI-A. The RAM group had higher scores of physical well-being (eta(2) = 0.10), emotional well-being (eta(2) = 0.12), functional well-being (eta(2) = 0.11), and social well-being (eta(2) = 0.06) subscales of FACT-Ga, FACT-G total (eta(2) = 0.30), gastric cancer subscale (eta(2) = 0.10), and FACT-Ga total (eta(2) = 0.28), lower scores of HADS-A (eta(2) = 0.12) and HADS-D (eta(2) = 0.11), and a higher score of LSI-A (eta(2) = 0.12) than the usual care group at 1 month post intervention. CONCLUSION: These results demonstrate that RAM-based patient education could effectively increase adaptation levels to the disease, improve mental health, and life satisfaction of elderly patients undergoing laparoscopic radical gastrectomy.	Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer	2026 Jan 12	['Xu J', 'Dong GL', 'Sheng L']	41524904
ViMDT: a clinical data visual analysis tool for multi-disciplinary treatment of lung cancer.	Multi-disciplinary treatment (MDT) has become a routine practice in clinical cancer diagnosis and treatment, playing an indispensable role in clinical decision-making. By integrating expertise from multiple disciplines, MDT provides patients with individualized diagnosis and treatment strategies. However, there is not yet a specialized clinical data visualization tool for MDT. This paper develops a novel clinical data analysis visualization tool for MDT, which analyzes in-depth and displays patient data comprehensively. Specifically, this tool designs a latent Dirichlet allocation (LDA)-based visualization model for clinical unstructured data, and Z-Score-3sigma transformation and hierarchical strategies for clinical structural data. Moreover, we propose to predict personalized anti-tumor drug efficacy based on topic keywords. The results showed that, compared with users who did not use the tool, the time cost in MDT decision-making for users who used the tool was reduced by 26.17%. Furthermore, the proposed drug efficacy prediction method achieved an accuracy rate of 71.08% on a dataset of 958 patients with non-small cell cancer treated with anti-tumor drugs. The proposed tool is potentially helpful for doctors in MDT tasks by vividly visualizing the large-scale complex clinical data and improving the MDT efficiency.	Clinical and experimental medicine	2026 Jan 12	['Zhu W', 'Jiang X', 'Zhang L', 'Zhou P', 'Xie X', 'Wang H']	41524897
Model-Based Alternative Dosing Strategies for Subcutaneous Nivolumab to Improve Cost Effectiveness.	BACKGROUND: The increasing use of the immune checkpoint inhibitor nivolumab places a significant financial burden on healthcare systems, contributes to environmental concerns, and strains hospital capacities. The nivolumab average exposure and exposure variation of a fixed subcutaneous (SC) dosing regimen (1200 mg every 4 weeks) is significantly higher compared with 3-mg/kg every 2 weeks intravenous dosing. OBJECTIVES: We aimed to develop alternative dosing regimens for SC nivolumab to reduce drug expenses and lower the treatment burden for patients while ensuring effective exposure. METHODS: Population pharmacokinetic simulation was conducted using a population pharmacokinetic model developed by the license holder to explore alternative SC regimens. In this process, patients were divided into three weight groups: less than 60 kg, 60-90 kg, and more than 90 kg. Furthermore, two experimental progressive alternative dosing regimens were developed, one based on a minimum effective concentration-driven approach. The second progressive alternative regimen was based on using the 1200-mg SC formulation as an intravenous infusion. RESULTS: We developed an alternative bodyweight-based regimen consisting of SC 1200 mg every 7 weeks (<60 kg), 1200 mg every 6 weeks (60-90 kg), and 1200 mg every 5 weeks (>90 kg). This new alternative dosing regimen would save an average of euro24,345 (35%) per patient per year compared with SC 1200 mg every 4 weeks. The results for the first experimental, progressive, extended-interval dosing regimen for patients with melanoma indicate that 95% of patients exceed a steady-state trough concentration of 2.5 mg/L when administered SC 1200 mg every 10 weeks. This dosing regimen would decrease the yearly cost from euro68,870 to euro27,548 (60% less) per patient per year. The second experimental progressive regimen using SC 1200 mg as an intravenous administration every 7 weeks leads to a potential saving of euro29,516, which is a 43% decrease compared with the SC 1200-mg approved regimen. CONCLUSIONS: The developed dosing regimen with a bodyweight-dependent interval offers a cost-effective and patient-friendly method to optimize SC nivolumab use while ensuring adequate exposure, which can be directly implemented in clinical practice. Moreover, the two experimental progressive proposed regimens provide a rationale for a clinical non-inferiority study in which alternative dose regimens are compared to standard dosing according to the drug label.	Clinical pharmacokinetics	2026 Jan 12	['Wang Y', 'Bukkems LH', 'Ter Heine R', 'van Hasselt JGC', 'Koolen SLW', 'Hendrikx JJMA', 'Van der Hulle T', 'Kapiteijn E', 'Zwaveling J', 'Becker A', 'van den Heuvel MM', 'Theelen WSME', 'Munnink THO', 'Smit EF', 'Guchelaar HJ', 'Moes DJAR']	41524895
Quality of cancer-related data from the Danish National patient registry (1994-2025) and the Danish cancer registry (2004-2025): a systematic review.	The Danish National Patient Registry (DNPR) and the Danish Cancer Registry (DCR) are central to registry-based cancer research. This systematic review evaluates studies assessing the quality of cancer-related data in these registries under their current data structures. PubMed and Embase were systematically searched on January 24, 2025 (PROSPERO: CRD420251005952). Studies validating cancer-related data in the DNPR or DCR against a gold standard were included. Findings were synthesized narratively and categorized by DNPR data, DCR data, or multi-source algorithms. The literature search generated 915 records, of which 50 were included: 23 validated DNPR data, 9 DCR data, and 18 algorithm performance. The quality of DNPR cancer diagnoses and treatment showed positive predictive values (PPVs) of 57-100%, highest for common malignancies and treatments. The quality of DNPR comorbidities and complications varied substantially (PPVs 0-98%). The PPV of a melanoma diagnosis in the DCR was 97%. The DCR staging completeness varied considerably (34-95%). Algorithms presented PPVs of 60-96% for recurrence, active cancer, and recognized metastases, and 28% for unrecognized metastases. The DNPR and DCR provide high-quality data for many cancer diagnoses, treatments, and outcomes, supporting their use in register-based research. While some data elements, including data on complications, exhibit lower quality, algorithmic approaches can enhance utility for less robust data. However, several aspects of cancer-related data remain unvalidated.	European journal of epidemiology	2026 Jan 12	['Simoni AH', 'Hald K', 'Overvad TF', 'Sogaard M', 'Ording AG']	41524884
An extension of the validation cohort of the Dutch Early-Stage Melanoma (D-ESMEL) study for stage-specific analyses.	There is a high need for accurate prognostic models among stage II melanoma to determine who may benefit from (neo)adjuvant systemic therapy. The Dutch Early- Stage Melanoma (D-ESMEL) study was designed to identify new prognostic features in a population-based sample of stage I/II melanoma patients in addition to American Joint Committee of Cancer (AJCC) staging. The validation cohort of the D-ESMEL study employs a nested case-control design. Initially, controls were randomly sampled to develop prognostic that included both known and new prognostic factors to assess the additive value of new prognostic factors. As a consequence, most controls had a very thin melanoma (<1.0 mm) while most cases had a thicker melanoma (>2.0 mm). This resulted in insufficient variability and high weights for stage II controls when applying weighted analyses in absolute risk prediction models. Therefore, randomly sampled controls were re-matched on AJCC stage (stage IA, IB, IIA, IIB, IIC), and new stage-matched controls were collected for cases who could not be rematched. The original D-ESMEL validation cohort included 5,815 stage I/II melanoma patients, of whom 154 developed distant metastasis (cases). 98/154 Cases were stage II and only 24 stage II controls were included, while the stage-matched design now includes 153 stage-matched case-control sets of which 97 stage II cases and 97 stage II controls derived from a population-based cohort of 5,785 stage I/II patients. The updated design increased the biological variability among stage II controls, balanced weights in weighted analyses and thereby facilitating reliable subgroup analyses in this clinically important subgroup.	European journal of epidemiology	2026 Jan 12	['Zhou C', 'Mooyaart AL', 'Hulscher N', 'Kerkour T', 'Ouwerkerk J', 'Louwman MWJ', 'Wakkee M', 'Li Y', 'Voorham QJM', 'Bruggink A', 'Nijsten TEC', 'Hollestein LM']	41524883
Alcohol Use Disorder versus Adverse In-Hospital Outcomes after Radical Cystectomy and Ileal Conduit Urinary Diversion.	BACKGROUND: Radical cystectomy (RC) is the gold standard treatment for muscle-invasive bladder cancer (BCa). Alcohol use disorder (AUD) may predispose to worse adverse in-hospital outcomes after RC and ileal conduit urinary diversion. The current study addressed this knowledge gap. PATIENTS AND METHODS: Descriptive analyses, propensity score matching (PSM), and multivariable logistic and Poisson regression models were used to address patients with BCa treated with RC and ileal conduit within National Inpatient Sample (2006-2019). RESULTS: Of 15,018 RC and ileal conduit patients, 320 (2.1%) had history of AUD at baseline. Compared with their non-AUD counterparts, patients with AUD exhibited significantly higher rates of adverse in-hospital outcomes in 9 of 14 categories, namely: critical care therapies (Delta + 12.0%), overall complications (Delta + 11.0%), prolonged length of stay (Delta + 11.0%), pulmonary complications (Delta + 6.0%), acute kidney injury (Delta + 5.0%), hepatic complications (Delta + 3.2%), in-hospital mortality (Delta + 2.8%), cardiac complications (Delta + 1.6%), and total hospital charges (Delta + 7925 US$, all p < 0.05). After multivariable adjustment, AUD independently predicted higher rates of adverse in-hospital outcomes in the same 9 of 15 categories, namely: hepatic complications [odds ratio (OR) 3.3], in-hospital mortality (OR 3.2), acute kidney injury (OR 1.7), overall complications (OR 1.7), cardiac complications (OR 1.5), critical care therapies (OR 1.4), prolonged length of stay (OR 1.3), pulmonary complications (OR 1.2), and total hospital charges (OR 1.2, all p < 0.01). CONCLUSIONS: Since AUD significantly predisposes to higher rates of adverse in-hospital outcomes and in-hospital mortality after RC and ileal conduit urinary diversion, precautionary measures prior to admission and during hospital stay may be warranted in patients with AUD.	Annals of surgical oncology	2026 Jan 12	['Polverino F', 'Catanzaro C', 'Nicolazzini M', 'Petix M', 'Quarta L', 'Filzmayer M', 'Goyal JA', 'Morra S', 'Califano G', 'Colla Ruvolo C', 'La Rocca R', 'Briganti A', 'Chun FKH', 'Palumbo C', 'Schiavina R', 'Musi G', 'Shariat SF', 'Saad F', 'Longo N', 'Karakiewicz PI']	41524880
